,0
2540,9800
2541,5079
2542,3174
2543,6187
2544,5974
2545,5881
2546,3959
2547,15
2548,5581
2549,7283
2550,5802
2551,7054
2552,8451
2553,8777
2554,5635
2555,6475
2556,506
2557,9281
2558,8541
2559,2025
2560,8336
2561,9168
2562,212
2563,6684
2564,1644
2565,4695
2566,669
2567,6986
2568,5099
2569,5354
2570,95
2571,5313
2572,220
2573,6557
2574,6687
2575,3974
2576,7744
2577,3590
2578,1775
2579,9581
2580,1453
2581,278
2582,3255
2583,618
2584,332
2585,8393
2586,9319
2587,3346
2588,7068
2589,6270
2590,300
2591,5810
2592,4779
2593,110
2594,7895
2595,1018
2596,2869
2597,2992
2598,9105
2599,6179
2600,7782
2601,703
2602,1360
2603,2839
2604,6695
2605,2805
2606,4738
2607,8885
2608,3872
2609,6726
2610,1268
2611,8278
2612,3070
2613,5315
2614,5126
2615,9267
2616,2907
2617,5560
2618,8927
2619,5506
2620,9990
2621,7423
2622,8468
2623,660
2624,6690
2625,794
2626,2081
2627,3378
2628,9159
2629,8497
2630,5584
2631,3767
2632,8663
2633,1450
2634,9601
2635,2801
2636,1810
2637,6825
2638,2162
2639,1369
2640,6102
2641,5662
2642,8692
2643,2917
2644,9343
2645,7287
2646,3823
2647,6107
2648,8726
2649,4632
2650,8659
2651,4573
2652,3068
2653,198
2654,8197
2655,1724
2656,7565
2657,5094
2658,7164
2659,4536
2660,5717
2661,7680
2662,7761
2663,3165
2664,6334
2665,8907
2666,9442
2667,174
2668,8747
2669,3212
2670,5223
2671,7755
2672,1846
2673,5752
2674,3752
2675,7040
2676,431
2677,3757
2678,9610
2679,3099
2680,4473
2681,8797
2682,8595
2683,8017
2684,4335
2685,2629
2686,5779
2687,5814
2688,1439
2689,205
2690,3083
2691,8000
2692,8007
2693,8903
2694,5281
2695,2321
2696,6006
2697,4533
2698,9897
2699,3300
2700,2590
2701,1564
2702,3163
2703,6775
2704,3395
2705,181
2706,6355
2707,2245
2708,614
2709,4834
2710,7858
2711,1840
2712,3902
2713,6204
2714,8598
2715,4264
2716,9999
2717,7996
2718,3111
2719,87
2720,6331
2721,7035
2722,9129
2723,3483
2724,8664
2725,2542
2726,3859
2727,3396
2728,2786
2729,1486
2730,9657
2731,8295
2732,2516
2733,3852
2734,7154
2735,1778
2736,4518
2737,3417
2738,8381
2739,9705
2740,3308
2741,3956
2742,6005
2743,3014
2744,7762
2745,4770
2746,9962
2747,2244
2748,7270
2749,5768
2750,6399
2751,2779
2752,2762
2753,4178
2754,6301
2755,140
2756,6538
2757,5631
2758,9013
2759,6819
2760,290
2761,3640
2762,922
2763,9031
2764,1364
2765,6231
2766,6841
2767,7917
2768,1200
2769,6177
2770,2713
2771,8400
2772,9917
2773,3291
2774,845
2775,4198
2776,4494
2777,9180
2778,3521
2779,1728
2780,4396
2781,7242
2782,830
2783,5357
2784,8684
2785,2283
2786,4125
2787,1405
2788,4417
2789,2345
2790,6167
2791,1989
2792,343
2793,9918
2794,2682
2795,7726
2796,3450
2797,6457
2798,5428
2799,2758
2800,2299
2801,1420
2802,9596
2803,344
2804,1460
2805,4873
2806,9284
2807,6999
2808,2320
2809,7600
2810,6400
2811,7659
2812,5871
2813,2875
2814,2881
2815,3969
2816,3428
2817,5479
2818,6754
2819,8830
2820,9396
2821,197
2822,2723
2823,9201
2824,9684
2825,6546
2826,4765
2827,5988
2828,5422
2829,3391
2830,7071
2831,5277
2832,5425
2833,3665
2834,1391
2835,9726
2836,475
2837,9050
2838,4255
2839,225
2840,7233
2841,508
2842,3087
2843,3430
2844,375
2845,7009
2846,3468
2847,8164
2848,9361
2849,3356
2850,4902
2851,5783
2852,6799
2853,4281
2854,5135
2855,6490
2856,3242
2857,9451
2858,2502
2859,4981
2860,4459
2861,9290
2862,5921
2863,7691
2864,3400
2865,46
2866,5469
2867,1137
2868,8195
2869,8805
2870,7279
2871,1165
2872,5497
2873,4510
2874,7262
2875,4034
2876,104
2877,3172
2878,4469
2879,4317
2880,9387
2881,9283
2882,6787
2883,4214
2884,1002
2885,5928
2886,6385
2887,3878
2888,6180
2889,9082
2890,2838
2891,1000
2892,5084
2893,6936
2894,1050
2895,5516
2896,1401
2897,3721
2898,8678
2899,592
2900,4492
2901,5874
2902,7729
2903,7945
2904,5730
2905,7198
2906,9429
2907,8043
2908,1736
2909,2121
2910,7178
2911,9496
2912,6615
2913,7718
2914,1384
2915,3970
2916,1145
2917,9052
2918,1615
2919,3549
2920,2788
2921,2405
2922,5043
2923,9653
2924,6550
2925,6554
2926,3879
2927,3442
2928,9549
2929,7720
2930,3515
2931,2098
2932,5399
2933,5751
2934,94
2935,6915
2936,2325
2937,5688
2938,6393
2939,7407
2940,4201
2941,6894
2942,5127
2943,6202
2944,550
2945,327
2946,4060
2947,241
2948,9504
2949,9743
2950,7057
2951,5218
2952,3794
2953,4977
2954,4629
2955,3632
2956,9750
2957,8551
2958,7602
2959,2975
2960,261
2961,1862
2962,1605
2963,3314
2964,4610
2965,8928
2966,2604
2967,5016
2968,7186
2969,5824
2970,4219
2971,8951
2972,9772
2973,7894
2974,6342
2975,4623
2976,6009
2977,9767
2978,9959
2979,7401
2980,2996
2981,4423
2982,8368
2983,8864
2984,894
2985,7924
2986,5211
2987,6784
2988,5475
2989,9170
2990,2736
2991,9967
2992,4520
2993,5941
2994,1830
2995,9409
2996,6429
2997,847
2998,5034
2999,9583
3000,5048
3001,2091
3002,8931
3003,1356
3004,3465
3005,9229
3006,9408
3007,8515
3008,5519
3009,2117
3010,3850
3011,6751
3012,6672
3013,7217
3014,2777
3015,9656
3016,2481
3017,4136
3018,6976
3019,4668
3020,1661
3021,8626
3022,6285
3023,781
3024,5197
3025,2981
3026,5059
3027,152
3028,9510
3029,2307
3030,229
3031,9568
3032,4956
3033,1845
3034,9690
3035,8158
3036,9691
3037,4920
3038,3236
3039,575
3040,1935
3041,6284
3042,9404
3043,4354
3044,5590
3045,9022
3046,3357
3047,7916
3048,5103
3049,3582
3050,8599
3051,714
3052,6736
3053,9207
3054,5402
3055,9145
3056,6219
3057,8509
3058,277
3059,2419
3060,1771
3061,695
3062,7508
3063,8306
3064,3609
3065,6018
3066,2924
3067,8785
3068,9131
3069,3030
3070,1589
3071,3855
3072,5153
3073,4148
3074,1274
3075,7183
3076,349
3077,4819
3078,6875
3079,8056
3080,6369
3081,7455
3082,3336
3083,5652
3084,5358
3085,6397
3086,916
3087,5828
3088,6598
3089,5389
3090,5275
3091,155
3092,2757
3093,5455
3094,4826
3095,2927
3096,9782
3097,3188
3098,4938
3099,1734
3100,8287
3101,6130
3102,5978
3103,1275
3104,3394
3105,284
3106,3298
3107,2461
3108,404
3109,602
3110,246
3111,7797
3112,7759
3113,3263
3114,9312
3115,6760
3116,5364
3117,2571
3118,4390
3119,1494
3120,5696
3121,8896
3122,370
3123,8629
3124,1397
3125,5429
3126,9366
3127,4210
3128,541
3129,5297
3130,7028
3131,9225
3132,1869
3133,3927
3134,1722
3135,8877
3136,1138
3137,3598
3138,8746
3139,1267
3140,8274
3141,7765
3142,2829
3143,5397
3144,6646
3145,297
3146,1954
3147,2978
3148,4703
3149,6463
3150,584
3151,118
3152,8367
3153,8211
3154,8936
3155,7180
3156,8037
3157,2825
3158,8120
3159,6082
3160,8573
3161,2634
3162,6003
3163,5453
3164,8633
3165,6434
3166,5832
3167,4479
3168,7172
3169,5144
3170,7799
3171,7662
3172,6486
3173,717
3174,7966
3175,2141
3176,5946
3177,8539
3178,338
3179,2039
3180,9398
3181,9349
3182,8055
3183,5927
3184,7304
3185,7667
3186,7854
3187,3058
3188,7134
3189,3952
3190,9723
3191,4829
3192,1421
3193,2632
3194,8698
3195,255
3196,2434
3197,9984
3198,4225
3199,3779
3200,7811
3201,6051
3202,5976
3203,4446
3204,3128
3205,1088
3206,8737
3207,5292
3208,807
3209,6269
3210,8947
3211,8812
3212,9437
3213,1269
3214,2766
3215,2336
3216,6713
3217,656
3218,6282
3219,6858
3220,1245
3221,489
3222,4992
3223,4903
3224,2002
3225,1916
3226,6991
3227,7301
3228,7957
3229,5880
3230,6176
3231,3451
3232,9417
3233,7513
3234,2498
3235,5853
3236,8535
3237,4085
3238,6135
3239,4587
3240,7131
3241,7251
3242,234
3243,5072
3244,4841
3245,1142
3246,2627
3247,8489
3248,1858
3249,7265
3250,6589
3251,4004
3252,9335
3253,5820
3254,2688
3255,1768
3256,5495
3257,6580
3258,5677
3259,7649
3260,1324
3261,824
3262,9338
3263,5192
3264,6540
3265,4109
3266,4535
3267,9523
3268,4897
3269,6415
3270,2720
3271,3808
3272,997
3273,8467
3274,7020
3275,8995
3276,2027
3277,5540
3278,6972
3279,8297
3280,7139
3281,6155
3282,7537
3283,2620
3284,1481
3285,5989
3286,7356
3287,9920
3288,387
3289,4347
3290,5672
3291,7108
3292,3445
3293,8815
3294,6293
3295,3488
3296,5062
3297,5890
3298,3801
3299,13
3300,31
3301,1867
3302,6366
3303,4221
3304,2148
3305,8307
3306,3962
3307,4771
3308,8647
3309,1669
3310,1318
3311,1727
3312,1423
3313,7430
3314,7293
3315,1502
3316,7260
3317,5595
3318,3518
3319,9085
3320,7458
3321,583
3322,8447
3323,9475
3324,2263
3325,3836
3326,5247
3327,2628
3328,9063
3329,2427
3330,1188
3331,5647
3332,4876
3333,5894
3334,5923
3335,8292
3336,4421
3337,498
3338,635
3339,1210
3340,1299
3341,2619
3342,3534
3343,6068
3344,6154
3345,2580
3346,5528
3347,3548
3348,4917
3349,8984
3350,5419
3351,123
3352,7787
3353,7855
3354,4963
3355,9354
3356,1990
3357,1059
3358,7179
3359,287
3360,797
3361,4023
3362,378
3363,4982
3364,3444
3365,5410
3366,6809
3367,9149
3368,5067
3369,6756
3370,286
3371,8210
3372,5214
3373,8436
3374,6577
3375,2934
3376,1742
3377,5929
3378,8364
3379,3004
3380,30
3381,682
3382,9434
3383,9631
3384,5338
3385,1914
3386,5454
3387,9777
3388,5080
3389,3621
3390,9400
3391,7257
3392,7925
3393,7711
3394,5578
3395,8057
3396,8867
3397,513
3398,1884
3399,2931
3400,4250
3401,7002
3402,7798
3403,4749
3404,2402
3405,596
3406,3920
3407,2527
3408,2622
3409,6071
3410,7266
3411,1184
3412,4184
3413,9128
3414,4157
3415,8161
3416,9548
3417,760
3418,8153
3419,3712
3420,1616
3421,9740
3422,4946
3423,8750
3424,9665
3425,8415
3426,6401
3427,9375
3428,782
3429,7033
3430,4054
3431,5559
3432,7130
3433,6341
3434,9353
3435,4419
3436,2635
3437,8619
3438,1847
3439,8748
3440,2205
3441,4158
3442,3001
3443,2269
3444,9182
3445,3576
3446,3912
3447,7493
3448,2605
3449,1720
3450,1216
3451,8769
3452,8060
3453,2504
3454,2858
3455,5621
3456,4500
3457,7568
3458,236
3459,347
3460,6891
3461,3853
3462,1854
3463,7258
3464,6905
3465,3864
3466,8338
3467,396
3468,796
3469,643
3470,4926
3471,6513
3472,3787
3473,5162
3474,9514
3475,8581
3476,924
3477,2969
3478,2842
3479,7144
3480,4135
3481,2874
3482,5165
3483,6611
3484,7475
3485,7719
3486,8176
3487,4141
3488,3637
3489,7974
3490,1078
3491,622
3492,6642
3493,683
3494,8430
3495,5747
3496,9533
3497,6653
3498,1640
3499,1387
3500,7704
3501,5702
3502,2186
3503,3125
3504,1473
3505,1855
3506,3714
3507,1325
3508,2374
3509,8832
3510,1390
3511,5858
3512,702
3513,7441
3514,2035
3515,1354
3516,6990
3517,3130
3518,423
3519,6590
3520,773
3521,6481
3522,1063
3523,7625
3524,8310
3525,186
3526,49
3527,3302
3528,1653
3529,7355
3530,3954
3531,841
3532,3316
3533,996
3534,1668
3535,5638
3536,6510
3537,4949
3538,5345
3539,8033
3540,109
3541,3359
3542,5609
3543,5265
3544,510
3545,2601
3546,5645
3547,5051
3548,6803
3549,3871
3550,114
3551,504
3552,2922
3553,92
3554,8229
3555,5147
3556,2737
3557,522
3558,8998
3559,5582
3560,5356
3561,9774
3562,5458
3563,6666
3564,2097
3565,7863
3566,2441
3567,4802
3568,7822
3569,1917
3570,5575
3571,9298
3572,1490
3573,6255
3574,9189
3575,9948
3576,3368
3577,6733
3578,5457
3579,302
3580,9820
3581,8248
3582,6025
3583,7422
3584,449
3585,9346
3586,8809
3587,1516
3588,5985
3589,7277
3590,1412
3591,7614
3592,1875
3593,6119
3594,2266
3595,4974
3596,9633
3597,8919
3598,5403
3599,7599
3600,2037
3601,6390
3602,1199
3603,7838
3604,2047
3605,5492
3606,1461
3607,6426
3608,520
3609,3594
3610,4672
3611,3692
3612,5791
3613,3252
3614,4328
3615,530
3616,5627
3617,1941
3618,9337
3619,8536
3620,1782
3621,8643
3622,6617
3623,3274
3624,209
3625,2608
3626,910
3627,9342
3628,4732
3629,5333
3630,6987
3631,7603
3632,6170
3633,1872
3634,7607
3635,2099
3636,502
3637,5967
3638,4061
3639,1849
3640,6445
3641,1212
3642,7007
3643,1622
3644,4814
3645,8997
3646,7090
3647,6406
3648,8258
3649,2668
3650,7411
3651,8979
3652,9023
3653,8271
3654,82
3655,1114
3656,5657
3657,1343
3658,4284
3659,5599
3660,2575
3661,6072
3662,8095
3663,5426
3664,5937
3665,4183
3666,1458
3667,9914
3668,9821
3669,224
3670,7080
3671,2773
3672,8730
3673,9881
3674,3977
3675,9561
3676,8703
3677,3133
3678,5623
3679,4483
3680,8501
3681,8311
3682,4180
3683,132
3684,8563
3685,4649
3686,9595
3687,7437
3688,3627
3689,5711
3690,7353
3691,4615
3692,4220
3693,9073
3694,2600
3695,3686
3696,9554
3697,9175
3698,5948
3699,4309
3700,1860
3701,5825
3702,5430
3703,348
3704,2809
3705,4645
3706,4597
3707,5060
3708,5287
3709,9861
3710,8670
3711,6983
3712,9288
3713,1454
3714,6113
3715,7419
3716,3362
3717,9252
3718,4123
3719,7637
3720,2342
3721,4211
3722,5583
3723,8323
3724,8289
3725,1857
3726,1991
3727,9141
3728,8094
3729,3710
3730,531
3731,8970
3732,5041
3733,8127
3734,7883
3735,3008
3736,4680
3737,248
3738,5765
3739,1479
3740,5910
3741,3351
3742,1069
3743,6679
3744,6134
3745,4671
3746,9775
3747,170
3748,50
3749,1682
3750,3638
3751,7488
3752,2800
3753,3538
3754,8231
3755,1535
3756,3384
3757,4251
3758,6668
3759,8522
3760,3870
3761,9495
3762,7907
3763,7985
3764,4726
3765,5193
3766,268
3767,8205
3768,7721
3769,5531
3770,2877
3771,4313
3772,2251
3773,5015
3774,3292
3775,6021
3776,2556
3777,1239
3778,2488
3779,8329
3780,828
3781,4512
3782,7368
3783,9615
3784,5778
3785,6544
3786,8682
3787,7845
3788,3690
3789,1552
3790,1396
3791,4911
3792,6856
3793,8697
3794,6945
3795,3513
3796,171
3797,1242
3798,3304
3799,8510
3800,4562
3801,2284
3802,3348
3803,4710
3804,6873
3805,2901
3806,3947
3807,3062
3808,8566
3809,6454
3810,7697
3811,4889
3812,7088
3813,4450
3814,2201
3815,9807
3816,739
3817,5117
3818,6346
3819,1822
3820,2480
3821,487
3822,8882
3823,4147
3824,6522
3825,7753
3826,3239
3827,2565
3828,2813
3829,5112
3830,6879
3831,157
3832,4372
3833,4369
3834,4385
3835,2966
3836,723
3837,107
3838,6042
3839,8023
3840,5300
3841,6428
3842,899
3843,1607
3844,8866
3845,8658
3846,5654
3847,6723
3848,1819
3849,8764
3850,7454
3851,9385
3852,3894
3853,3193
3854,1195
3855,2866
3856,5317
3857,1905
3858,7809
3859,7831
3860,7589
3861,2450
3862,7543
3863,2993
3864,2641
3865,2824
3866,1333
3867,5766
3868,3848
3869,524
3870,8334
3871,4120
3872,6790
3873,7083
3874,3334
3875,9095
3876,6235
3877,9838
3878,8531
3879,5172
3880,7847
3881,7713
3882,4215
3883,7624
3884,1171
3885,2442
3886,7913
3887,1370
3888,4832
3889,733
3890,5264
3891,5619
3892,7541
3893,7591
3894,1499
3895,9002
3896,2693
3897,5164
3898,5040
3899,6380
3900,4929
3901,4192
3902,6451
3903,4468
3904,5326
3905,8546
3906,1600
3907,6992
3908,3683
3909,5237
3910,2902
3911,141
3912,749
3913,5564
3914,7127
3915,7256
3916,26
3917,849
3918,1648
3919,3177
3920,1016
3921,9708
3922,400
3923,966
3924,7150
3925,2899
3926,6209
3927,8443
3928,988
3929,4033
3930,872
3931,4026
3932,6257
3933,1093
3934,8569
3935,494
3936,9944
3937,2669
3938,1544
3939,5283
3940,4471
3941,4839
3942,9154
3943,2113
3944,937
3945,8906
3946,328
3947,5603
3948,708
3949,9570
3950,1790
3951,1612
3952,3061
3953,6678
3954,4205
3955,2058
3956,6500
3957,7169
3958,2008
3959,2868
3960,5721
3961,5293
3962,7567
3963,8966
3964,9177
3965,2511
3966,6703
3967,4426
3968,7031
3969,8098
3970,2566
3971,3626
3972,9379
3973,1687
3974,3256
3975,9693
3976,9186
3977,2196
3978,3524
3979,8453
3980,6045
3981,4486
3982,7635
3983,499
3984,6954
3985,2987
3986,9178
3987,2938
3988,535
3989,628
3990,2356
3991,4804
3992,1238
3993,4397
3994,2942
3995,8880
3996,2343
3997,6867
3998,2937
3999,647
4000,4216
4001,886
4002,5679
4003,5875
4004,843
4005,3820
4006,1379
4007,8326
4008,3265
4009,9889
4010,1175
4011,6152
4012,4440
4013,500
4014,3765
4015,2164
4016,4343
4017,6149
4018,5075
4019,8131
4020,1470
4021,8379
4022,9140
4023,505
4024,2891
4025,7826
4026,8355
4027,4285
4028,913
4029,9859
4030,5839
4031,9609
4032,2177
4033,4589
4034,1322
4035,7808
4036,8059
4037,3797
4038,1876
4039,1119
4040,3034
4041,1448
4042,9238
4043,1789
4044,9975
4045,890
4046,3382
4047,6274
4048,4906
4049,7115
4050,8440
4051,156
4052,163
4053,6297
4054,1066
4055,4411
4056,881
4057,2545
4058,4363
4059,6268
4060,7946
4061,548
4062,6516
4063,7786
4064,2275
4065,5837
4066,2896
4067,621
4068,130
4069,8926
4070,2534
4071,8610
4072,6281
4073,7612
4074,5066
4075,2079
4076,1618
4077,7393
4078,5565
4079,461
4080,9195
4081,1207
4082,7832
4083,6409
4084,6310
4085,5513
4086,7732
4087,6351
4088,7482
4089,7920
4090,826
4091,8960
4092,2331
4093,938
4094,7056
4095,9526
4096,5146
4097,6379
4098,9359
4099,4550
4100,1315
4101,4360
4102,1571
4103,9380
4104,544
4105,2231
4106,8799
4107,4551
4108,3144
4109,3602
4110,7885
4111,4991
4112,9550
4113,6830
4114,6039
4115,6259
4116,4209
4117,6374
4118,9627
4119,7684
4120,8925
4121,4193
4122,6352
4123,458
4124,1791
4125,4002
4126,5082
4127,3634
4128,1638
4129,9431
4130,8961
4131,9687
4132,9857
4133,3277
4134,1832
4135,8825
4136,357
4137,1186
4138,8049
4139,7529
4140,9949
4141,666
4142,4696
4143,4860
4144,1497
4145,625
4146,9862
4147,7956
4148,7501
4149,1569
4150,2570
4151,5954
4152,3532
4153,4990
4154,965
4155,2655
4156,9756
4157,8172
4158,7544
4159,627
4160,1985
4161,6256
4162,4117
4163,9308
4164,5912
4165,2765
4166,2770
4167,8090
4168,998
4169,360
4170,4725
4171,9616
4172,8159
4173,8591
4174,321
4175,944
4176,6166
4177,7212
4178,5385
4179,9952
4180,1402
4181,2184
4182,7405
4183,7517
4184,7072
4185,8471
4186,6120
4187,2687
4188,5435
4189,2990
4190,8775
4191,421
4192,1927
4193,5312
4194,620
4195,2974
4196,5622
4197,1828
4198,3257
4199,651
4200,1711
4201,808
4202,5822
4203,4569
4204,6418
4205,1098
4206,8196
4207,3729
4208,3241
4209,7869
4210,4457
4211,4334
4212,6473
4213,8801
4214,5734
4215,6851
4216,415
4217,2190
4218,1080
4219,1475
4220,2947
4221,1153
4222,1839
4223,6188
4224,8180
4225,8854
4226,7509
4227,5021
4228,727
4229,4166
4230,3675
4231,2484
4232,7484
4233,7967
4234,363
4235,884
4236,5484
4237,1992
4238,9879
4239,9064
4240,6745
4241,8743
4242,1632
4243,4367
4244,103
4245,37
4246,93
4247,889
4248,2761
4249,993
4250,7193
4251,5782
4252,5169
4253,836
4254,634
4255,6127
4256,6691
4257,1047
4258,6647
4259,8362
4260,2771
4261,6702
4262,4887
4263,7531
4264,6631
4265,7236
4266,9447
4267,5222
4268,819
4269,3987
4270,9856
4271,6768
4272,1039
4273,6439
4274,2778
4275,5210
4276,6519
4277,60
4278,7657
4279,5868
4280,572
4281,6534
4282,4859
4283,1219
4284,5032
4285,587
4286,2236
4287,1898
4288,6292
4289,9817
4290,4912
4291,4522
4292,8724
4293,2406
4294,8163
4295,8280
4296,9798
4297,3812
4298,7399
4299,5806
4300,3891
4301,8638
4302,7350
4303,7796
4304,149
4305,8040
4306,8749
4307,9795
4308,6780
4309,7092
4310,8963
4311,9901
4312,1841
4313,7961
4314,3232
4315,1712
4316,7905
4317,8524
4318,8455
4319,3815
4320,4957
4321,9110
4322,4586
4323,4315
4324,6465
4325,3017
4326,6151
4327,8710
4328,8985
4329,8774
4330,2652
4331,4050
4332,4406
4333,7836
4334,8983
4335,1805
4336,1969
4337,3889
4338,6888
4339,6541
4340,4852
4341,1294
4342,5975
4343,645
4344,9869
4345,9788
4346,3067
4347,4570
4348,4914
4349,6329
4350,9414
4351,7756
4352,4813
4353,4534
4354,6893
4355,7978
4356,3198
4357,5680
4358,4020
4359,5420
4360,9190
4361,5761
4362,9460
4363,4179
4364,1945
4365,3487
4366,7758
4367,2897
4368,1252
4369,5624
4370,5764
4371,1146
4372,3283
4373,8824
4374,3367
4375,7818
4376,7833
4377,1230
4378,5013
4379,1213
4380,9468
4381,2293
4382,1152
4383,4436
4384,7032
4385,9040
4386,3349
4387,4741
4388,9377
4389,1760
4390,4283
4391,4326
4392,7435
4393,9851
4394,1894
4395,9152
4396,6288
4397,6650
4398,8547
4399,8341
4400,9292
4401,3668
4402,977
4403,4078
4404,7604
4405,1511
4406,8842
4407,2564
4408,9394
4409,9932
4410,6576
4411,7763
4412,5387
4413,2100
4414,7181
4415,3462
4416,7392
4417,2389
4418,1702
4419,1110
4420,5731
4421,7823
4422,52
4423,4863
4424,7414
4425,7298
4426,6298
4427,5612
4428,9894
4429,3350
4430,7689
4431,5102
4432,4833
4433,6165
4434,1386
4435,5452
4436,466
4437,6444
4438,2694
4439,5653
4440,1769
4441,9981
4442,2678
4443,743
4444,4727
4445,1673
4446,3782
4447,1890
4448,601
4449,4733
4450,8488
4451,2509
4452,9484
4453,9622
4454,8235
4455,4788
4456,8525
4457,1089
4458,4883
4459,2985
4460,8855
4461,5716
4462,8452
4463,6353
4464,4083
4465,161
4466,2246
4467,1056
4468,2169
4469,7140
4470,4768
4471,578
4472,1816
4473,5718
4474,9543
4475,3625
4476,2871
4477,5629
4478,4851
4479,7839
4480,7364
4481,6450
4482,6462
4483,48
4484,857
4485,3851
4486,1151
4487,9660
4488,1232
4489,3369
4490,3202
4491,1167
4492,3422
4493,3005
4494,9916
4495,2234
4496,1462
4497,3404
4498,6028
4499,1248
4500,9179
4501,3458
4502,6535
4503,2685
4504,9317
4505,1597
4506,1973
4507,2133
4508,8507
4509,5698
4510,5456
4511,6693
4512,5922
4513,4624
4514,8923
4515,1265
4516,5572
4517,3546
4518,9194
4519,8612
4520,5616
4521,3048
4522,6750
4523,5867
4524,4585
4525,9847
4526,1366
4527,835
4528,5723
4529,8731
4530,949
4531,4465
4532,7873
4533,2322
4534,3999
4535,9995
4536,7638
4537,840
4538,4864
4539,860
4540,3795
4541,9271
4542,5351
4543,6669
4544,6795
4545,2772
4546,7901
4547,6857
4548,8293
4549,6163
4550,7898
4551,7106
4552,501
4553,3657
4554,182
4555,533
4556,7750
4557,5138
4558,2368
4559,7923
4560,3280
4561,4016
4562,689
4563,3791
4564,7331
4565,6599
4566,4126
4567,6588
4568,3672
4569,9246
4570,9390
4571,9991
4572,1752
4573,336
4574,4934
4575,373
4576,2301
4577,2305
4578,8508
4579,5251
4580,4752
4581,8257
4582,4927
4583,4737
4584,9352
4585,5268
4586,1758
4587,9373
4588,6073
4589,1925
4590,6150
4591,6959
4592,950
4593,2124
4594,3707
4595,6561
4596,9822
4597,6670
4598,4721
4599,4373
4600,6791
4601,6559
4602,4628
4603,9249
4604,36
4605,8932
4606,2296
4607,1444
4608,2036
4609,9637
4610,9321
4611,7896
4612,1094
4613,9731
4614,1646
4615,2448
4616,2040
4617,4031
4618,7948
4619,3963
4620,4681
4621,4418
4622,3449
4623,4092
4624,1103
4625,4715
4626,3035
4627,7995
4628,4127
4629,7707
4630,194
4631,8861
4632,6715
4633,5504
4634,481
4635,8858
4636,215
4637,1838
4638,2816
4639,9714
4640,5758
4641,5541
4642,4640
4643,1241
4644,6878
4645,9148
4646,1385
4647,5343
4648,7118
4649,8552
4650,7325
4651,1883
4652,8220
4653,1314
4654,4791
4655,9303
4656,1500
4657,2490
4658,5195
4659,1579
4660,7100
4661,5465
4662,4152
4663,2783
4664,6198
4665,8889
4666,3090
4667,1608
4668,4807
4669,1410
4670,3027
4671,9459
4672,1487
4673,5350
4674,2123
4675,8377
4676,4539
4677,6985
4678,5577
4679,9157
4680,2725
4681,1180
4682,9806
4683,9709
4684,6247
4685,3179
4686,2850
4687,335
4688,5308
4689,1021
4690,5917
4691,1233
4692,9936
4693,9511
4694,4463
4695,8143
4696,639
4697,6547
4698,940
4699,315
4700,4656
4701,7497
4702,3896
4703,6112
4704,6182
4705,4787
4706,7384
4707,9480
4708,7290
4709,4080
4710,9522
4711,3508
4712,2297
4713,413
4714,603
4715,2451
4716,2063
4717,9666
4718,3990
4719,9231
4720,7952
4721,2163
4722,4163
4723,7884
4724,9289
4725,2392
4726,7526
4727,2968
4728,3500
4729,8314
4730,8704
4731,9911
4732,9492
4733,9251
4734,8125
4735,7650
4736,9285
4737,9500
4738,7819
4739,1436
4740,9769
4741,9421
4742,5019
4743,5733
4744,8128
4745,2034
4746,7738
4747,3226
4748,5140
4749,4194
4750,2519
4751,3745
4752,3843
4753,3270
4754,8955
4755,6245
4756,6216
4757,4393
4758,6626
4759,1948
4760,91
4761,7205
4762,1817
4763,9899
4764,5533
4765,4119
4766,6943
4767,1900
4768,514
4769,9927
4770,6854
4771,8088
4772,2538
4773,3641
4774,2078
4775,3476
4776,4607
4777,3738
4778,3237
4779,3802
4780,4556
4781,8206
4782,9729
4783,4801
4784,3160
4785,5295
4786,211
4787,2221
4788,3903
4789,607
4790,3126
4791,3542
4792,7048
4793,9599
4794,7369
4795,9456
4796,1931
4797,8593
4798,580
4799,6717
4800,1729
4801,1529
4802,2926
4803,931
4804,9318
4805,9790
4806,1604
4807,1102
4808,464
4809,8493
4810,4797
4811,1993
4812,2222
4813,3013
4814,6363
4815,2960
4816,5362
4817,9208
4818,1192
4819,78
4820,7793
4821,5984
4822,3517
4823,2417
4824,5611
4825,1962
4826,2435
4827,8213
4828,9507
4829,4444
4830,5003
4831,7311
4832,7549
4833,5667
4834,5524
4835,9369
4836,4907
4837,6075
4838,9243
4839,3649
4840,4896
4841,2537
4842,5511
4843,893
4844,4707
4845,9443
4846,534
4847,6734
4848,8034
4849,3397
4850,7622
4851,7734
4852,9452
4853,9625
4854,7267
4855,5566
4856,4101
4857,7675
4858,3171
4859,4937
4860,3727
4861,394
4862,9021
4863,5370
4864,3900
4865,3827
4866,8112
4867,8781
4868,4447
4869,8255
4870,3679
4871,5835
4872,1971
4873,3123
4874,5576
4875,8439
4876,532
4877,4296
4878,5598
4879,9613
4880,2541
4881,7944
4882,4400
4883,9222
4884,4594
4885,3937
4886,5417
4887,6551
4888,4001
4889,6896
4890,68
4891,1717
4892,863
4893,7510
4894,7800
4895,6077
4896,9993
4897,1430
4898,8365
4899,5171
4900,4853
4901,3441
4902,5811
4903,84
4904,551
4905,9968
4906,4185
4907,8385
4908,1749
4909,7570
4910,6804
4911,5742
4912,2548
